epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	3.427996153416841	7.502661260653587	0.0	2.5775040785471597	24.54004329004329	8.333333333333334	0	0	0
2	1.7859927234442339	26.89475481082435	18.47826086956522	1.0751120100418727	53.93668831168831	45.833333333333336	0	0	0
3	0.8791910196128099	39.95219137620363	31.884057971014492	0.8281992127497991	60.95779220779221	55.55555555555556	0	0	0
4	0.4924235136612602	50.77504760392637	43.47826086956522	0.8096921096245447	64.85896915584415	60.416666666666664	0	0	0
5	0.2703903677022975	58.583288600739436	52.17391304347826	0.959243913491567	66.88717532467533	63.333333333333336	0	0	0
6	0.17560091250292634	64.24815112863553	58.69565217391305	0.9787228852510452	69.62820165945166	66.66666666666667	0	0	0
7	0.10385211800103603	68.550405131193	63.66459627329193	1.063613588611285	70.39560142238713	67.85714285714286	0	0	0
8	0.09919479220052776	71.92518627033218	67.3913043478261	1.053563117980957	70.97115124458874	68.75	0	0	0
9	0.07348669061194295	74.48505925898438	70.04830917874396	1.0058507074912388	71.59241221741222	69.44444444444444	0	0	0
10	0.04862211783335585	77.03655333308593	73.04347826086956	1.1113681346178055	72.92275432900433	70.83333333333333	0	0	0
