epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	3.1687025557393613	13.659995399125833	6.521739130434782	0.9449245482683182	72.22222222222221	66.66666666666667	0	0	0
2	0.4754994022457496	45.96043248217161	40.21739130434783	0.16439230119188628	81.94444444444444	79.16666666666667	0	0	0
3	0.13454722224370294	62.62096464995015	57.2463768115942	0.05665542255155742	87.96296296296296	86.11111111111111	0	0	0
4	0.04833854014134925	71.34978145847711	66.84782608695652	0.04748830020738145	90.97222222222221	89.58333333333333	0	0	0
5	0.029996239033568163	77.07982516678169	73.47826086956522	0.048367348208557814	92.77777777777777	91.66666666666667	0	0	0
6	0.02173831504162239	80.8998543056514	77.89855072463769	0.052040221072578184	93.98148148148147	93.05555555555556	0	0	0
7	0.014824000121418225	83.62844654770119	81.05590062111801	0.05003010345778117	94.84126984126983	94.04761904761905	0	0	0
8	0.014762771047611275	85.67489072923854	83.42391304347827	0.03955720248632133	95.4861111111111	94.79166666666667	0	0	0
9	0.009931254835860074	87.26656953710092	85.26570048309179	0.06024979792224864	95.98765432098764	95.37037037037037	0	0	0
10	0.013214683193085797	88.53991258339083	86.73913043478261	0.04788916857796721	96.38888888888889	95.83333333333333	0	0	0
