epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	2.688932654650315	33.91051261895252	23.91304347826087	0.5586375420292219	66.66666666666667	66.66666666666667	0	0	0
2	0.3296043182844701	59.662295646950376	51.08695652173913	0.1310197844480475	83.33333333333333	83.33333333333333	0	0	0
3	0.09804574092445166	71.50709288816707	64.4927536231884	0.1017405620465676	88.88888888888889	88.88888888888889	0	0	0
4	0.04010105639210214	78.63031966612529	73.3695652173913	0.08737858997968335	91.66666666666667	91.66666666666667	0	0	0
5	0.02440301159589106	82.90425573290024	78.69565217391305	0.08072666147684988	93.33333333333333	93.33333333333333	0	0	0
6	0.02859462174060552	85.75354644408353	82.2463768115942	0.10831249976278438	94.44444444444444	94.44444444444444	0	0	0
7	0.04079617958252683	87.78875409492875	84.78260869565217	0.0917632700681376	95.23809523809524	95.23809523809524	0	0	0
8	0.014036875863498806	89.31515983306265	86.68478260869566	0.08402627242806678	95.83333333333333	95.83333333333333	0	0	0
9	0.008398795833193657	90.50236429605569	88.16425120772946	0.08295042454240804	96.29629629629629	96.29629629629629	0	0	0
10	0.003928837954805678	91.45212786645011	89.34782608695652	0.07852579771982467	96.66666666666667	96.66666666666667	0	0	0
