epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	2.002074965736368	47.44239407451514	34.065934065934066	0.21043805162543835	91.81159420289855	78.26086956521739	0	0	0
2	0.14807978416741877	70.21169067060835	61.53846153846154	0.08546317619797976	94.8913043478261	84.78260869565217	0	0	0
3	0.06197681821432415	79.40852638113817	73.26007326007326	0.07547371644708935	96.01449275362319	86.95652173913044	0	0	0
4	0.0267836161797027	84.46481969427855	79.67032967032966	0.04241882513008971	97.01086956521739	90.21739130434783	0	0	0
5	0.02088339107205764	87.27881546238255	83.2967032967033	0.06333559747461391	97.6086956521739	92.17391304347827	0	0	0
6	0.013391842205937091	89.3990128853188	86.08058608058609	0.03666876179973453	98.0072463768116	93.47826086956522	0	0	0
7	0.006853868346117631	90.91343961598754	88.0690737833595	0.05921242630511583	98.08488612836439	93.7888198757764	0	0	0
8	0.016350427404197013	92.0492596639891	89.56043956043956	0.06374135255590892	98.28804347826087	94.02173913043478	0	0	0
9	0.018048656156579555	92.81057513477907	90.5982905982906	0.059126427450910735	98.47826086956522	94.68599033816425	0	0	0
10	0.020363726748785536	93.48556157734511	91.31868131868131	0.061151319245413026	98.45652173913044	94.34782608695652	0	0	0
