epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	3.066191433564476	20.180783053599743	15.217391304347826	0.6905411531527837	62.17948717948718	58.333333333333336	0	0	0
2	0.4089589172407337	54.138010574418914	50.0	0.1352245851109425	81.08974358974358	79.16666666666667	0	0	0
3	0.1086324063818092	67.83113748439523	64.4927536231884	0.07477328445141514	87.3931623931624	86.11111111111111	0	0	0
4	0.06418052455410361	74.71393282344134	71.73913043478261	0.06646332649203639	90.54487179487178	89.58333333333333	0	0	0
5	0.03700860066379866	79.62621872252119	76.95652173913044	0.06491568773829688	92.43589743589743	91.66666666666667	0	0	0
6	0.02588270685595015	83.02184893543432	80.79710144927536	0.07062289068320145	93.69658119658119	93.05555555555556	0	0	0
7	0.017598161737070135	85.34377941877807	83.22981366459628	0.05886730062775314	94.59706959706959	94.04761904761905	0	0	0
8	0.02360023596101319	86.63836737790425	84.51086956521739	0.056630484585184604	95.2724358974359	94.79166666666667	0	0	0
9	0.007663184080941036	88.12299322480376	86.23188405797102	0.05340670454703892	95.7977207977208	95.37037037037037	0	0	0
10	0.008546252737489893	89.15259113552497	87.3913043478261	0.045101476018317044	96.21794871794872	95.83333333333333	0	0	0
